Temperature,Percent_Dark_Spores
10.28822492,0.132374155
15.57866551,13.13474067
19.80634151,30.08202672
18.97362888,37.19713755
25.49126463,57.07786881
30.16546769,81.94893601
35.32089419,80.6973214
39.97548627,77.85551983
44.06437683,50.98865768
46.20800845,40.98762057
47.69768911,17.25361342
49.06065263,8.297992702
49.87752562,3.030180176
53.75597522,0.705995493
55.81814582,0.205349651
